symbol,name,exchange,quarter_end_date,sector,mkt_cap,industry,state,eps,previous_eps,eps_change,eps_binary,eps_change_binary,total_revenue,profit_margin,ebitda,operating_margin,current_ratio,debt_ratio,debt_equity,interest_cov,gross_margin,roa,roe,federal_funds_rate,fed_rate_change
DNUT,Krispy Kreme Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,2650527000,RETAIL-FOOD STORES,NC,0.03,0.08,0.05,1,1,376050000,-3.47188,4.21593,7.86612,34.285,40.772,107.775,-210,-2212.04,-0.421,-1.113,3.08,1.5
DO,Diamond Offshore Drilling Inc,NYSE,2022-09-30,ENERGY & TRANSPORTATION,1009149000,DRILLING OIL & GAS WELLS,TX,0.05,-0.22,-0.27,1,0,216019000,2.5507,33.12625,-137.47731,129.925,32.027,66.832,-73.1,3151.18,0.362,0.755,3.08,1.5
DOCN,DigitalOcean Holdings Inc,NYSE,2022-09-30,TECHNOLOGY,3270983000,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",NY,0.38,0.2,-0.18,1,0,152115000,6.63774,25.17306,93.01773,919.314,-1.947,-104.6,441.6,966.416,0.622,33.415,3.08,1.5
DOCU,DocuSign Inc,"NASDAQ",2022-07-31,TECHNOLOGY,9356301000,SERVICES-PREPACKAGED SOFTWARE,CA,0.44,0.38,-0.06,1,0,620552000,-7.26418,-3.05277,91.15311,101.465,27.019,177.014,-2517.8,-1076.978,-1.69,-11.072,1.58,1.25
DOMO,Domo Inc,"NASDAQ",2022-07-31,TECHNOLOGY,521527000,SERVICES-PREPACKAGED SOFTWARE,UT,-0.26,-0.23,0.03,0,1,71931000,-40.50966,-35.18233,87.99547,67.083,47.432,163463.077,-712.2,-196.362,-13.008,-44829.231,1.58,1.25
DOV,Dover Corporation,NYSE,2022-09-30,TECHNOLOGY,20139397000,"CONSTRUCTION, MINING & MATERIALS HANDLING MACHINERY & EQUIP",IL,2.26,2.14,-0.11999999999999966,1,0,2128502000,13.4379,19.84715,129.50256,116.903,34.091,90.983,1243.4,270.168,2.685,7.166,3.08,1.5
DRH,Diamondrock Hospitality Company,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,1944276000,REAL ESTATE INVESTMENT TRUSTS,MD,0.12,0.23,0.11000000000000001,1,1,249438000,11.40805,15.19095,728.67936,195.723,40.353,85.548,2285.6,755.092,0.84,1.782,3.08,1.5
DRQ,Dril-Quip Inc,NYSE,2022-09-30,TECHNOLOGY,816787000,OIL & GAS FIELD MACHINERY & EQUIPMENT,TX,0.05,-0.1,-0.15000000000000002,1,0,88141000,17.25644,24.79436,94.35897,835.237,0.497,0.558,10955.7,147.475,1.567,1.759,3.08,1.5
DRRX,Durect Corporation,"NASDAQ",2022-09-30,LIFE SCIENCES,90893000,PHARMACEUTICAL PREPARATIONS,CA,-0.01,-0.05,-0.04,0,0,11977000,-20.63121,-15.0956,86.28086,444.306,30.719,60.349,-1776.7,-313.598,-3.609,-7.09,3.08,1.5
DRVN,Driven Brands Holdings Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,5189524000,"SERVICES-AUTOMOTIVE REPAIR, SERVICES & PARKING",NC,0.32,0.35,0.02999999999999997,1,1,475689000,8.07061,24.53368,249.4543,111.303,43.388,169.819,350.5,921.135,0.627,2.454,3.08,1.5
DSGR,Distribution Solutions Group Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,713184000,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES",IL,0.64,0.36,-0.28,1,0,341054000,4.84997,10.82673,133.16607,250.069,32.243,72.696,361.3,720.434,1.342,3.025,3.08,1.5
DSKE,Daseke Inc,"NASDAQ",2022-09-30,ENERGY & TRANSPORTATION,264314000,TRANSPORTATION SERVICES,TX,0.17,0.24,0.06999999999999998,1,1,462000000,2.72727,12.03463,255.55556,167.647,52.184,275.518,350,2334.921,1.03,5.44,3.08,1.5
DSP,Viant Technology Inc,"NASDAQ",2022-09-30,TECHNOLOGY,240015000,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",CA,-0.22,-0.24,-0.01999999999999999,0,0,48730000,-6.41494,-25.85266,411.8682,423.705,6.912,42.194,-12875,245.553,-0.872,-5.323,3.08,1.5
DSS,DSS Inc,NYSE MKT,2022-09-30,MANUFACTURING,30861800,PAPERBOARD CONTAINERS & BOXES,NY,-0.15,-0.05,0.09999999999999999,0,1,11256000,-220.33582,-100,57.18721,236.182,24.786,43.055,-2340.4,25.596,-9.363,-16.264,3.08,1.5
DT,Dynatrace Holdings LLC,NYSE,2022-09-30,TECHNOLOGY,11243538000,SERVICES-PREPACKAGED SOFTWARE,MA,0.22,0.18,-0.04000000000000001,1,0,279826000,3.76162,11.04222,193.79631,120.082,8.875,15.335,3976.4,2124.473,0.435,0.751,3.08,1.5
DTE,DTE Energy Company,NYSE,2022-09-30,ENERGY & TRANSPORTATION,22291954000,ELECTRIC SERVICES,MI,1.6,0.88,-0.7200000000000001,1,0,5251000000,7.37002,18.0537,140.82687,78.851,46.63,217.851,318.7,-33.075,0.922,4.31,3.08,1.5
DTST,Data Storage Corp,"NASDAQ",2022-09-30,TECHNOLOGY,12211600,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,NY,-0.04,-0.13,-0.09,0,0,4419285,-5.55789,-3.47328,90.88222,497.054,1.11,1.283,-750.6,-754.136,-0.96,-1.109,3.08,1.5
DUK,Duke Energy Corporation,NYSE,2022-09-30,ENERGY & TRANSPORTATION,76636668000,ELECTRIC & OTHER SERVICES COMBINED,NC,1.78,1.14,-0.6400000000000001,1,0,7347000000,19.35484,47.58405,142.33474,76.703,43.192,151.284,325.9,394.163,0.806,2.825,3.08,1.5
DUOL,Duolingo Inc,"NASDAQ",2022-09-30,TECHNOLOGY,2839998000,SERVICES-PREPACKAGED SOFTWARE,PA,-0.46,-0.38,0.08000000000000002,0,1,96065000,-19.20054,-17.60266,109.30876,429.436,6.794,9.083,-2016200000,-378.222,-2.584,-3.455,3.08,1.5
DUOT,Duos Technologies Group Inc,"NASDAQ",2022-09-30,TECHNOLOGY,19408000,SERVICES-PREPACKAGED SOFTWARE,FL,-0.3,-0.22,0.07999999999999999,0,1,4022238,-47.86062,-44.47325,97.08841,140.981,9.723,35.234,-90861.4,-57.118,-12.375,-44.844,3.08,1.5
DVA,DaVita HealthCare Partners Inc,NYSE,2022-09-30,LIFE SCIENCES,6698034000,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",CO,1.13,2.3,1.17,1,1,2948694000,3.57331,17.16696,295.90855,126.209,53.821,1713.805,312.8,2267.176,0.621,19.781,3.08,1.5
DVAX,Dynavax Technologies Corporation,"NASDAQ",2022-09-30,LIFE SCIENCES,1622881000,PHARMACEUTICAL PREPARATIONS,CA,0.43,0.87,0.44,1,1,168076000,37.96437,39.67491,96.21997,382.229,21.725,43.371,3643.7,117.068,6.385,12.747,3.08,1.5
DVN,Devon Energy Corporation,NYSE,2022-09-30,ENERGY & TRANSPORTATION,44752298000,CRUDE PETROLEUM & NATURAL GAS,OK,2.18,2.59,0.4099999999999997,1,1,5432000000,34.84904,57.63991,275.91125,115.867,28.467,61.676,5677.2,281.564,8.036,17.41,3.08,1.5
DWSN,Dawson Geophysical Company,"NASDAQ",2022-09-30,ENERGY & TRANSPORTATION,48100800,OIL & GAS FIELD EXPLORATION SERVICES,TX,-0.3193,-0.32,-7.000000000000339e-4,0,0,3534000,-215.13865,-147.42501,101.90714,312.108,8.248,11.036,-193700,37.13,-12.999,-17.393,3.08,1.5
DX,Dynex Capital Inc,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,607650000,REAL ESTATE INVESTMENT TRUSTS,VA,0.24,0.4,0.16000000000000003,1,1,33102000,-141.00054,57.5645,-39.59592,75.453,75.802,397.999,139.1,-49.184,-1.153,-6.052,3.08,1.5
DXCM,DexCom Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,45620933000,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,CA,0.28,0.17,-0.11000000000000001,1,0,765000000,13.22876,19.94771,145.75099,377.401,40.186,107.909,3206.5,488.34,2.066,5.547,3.08,1.5
DXPE,DXP Enterprises Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,498015000,WHOLESALE-INDUSTRIAL MACHINERY & EQUIPMENT,TX,0.75,0.74,-0.010000000000000009,1,0,380481000,3.66089,8.14522,190.53055,192.914,36.627,94.394,388.4,801.443,1.398,3.604,3.08,1.5
DXYN,The Dixie Group Inc,"NASDAQ",2022-09-30,MANUFACTURING,17046000,CARPETS & RUGS,GA,-0.5766,-0.26,0.3166,0,1,71762000,-12.23489,-10.24358,81.43508,283.125,41.379,186.207,-549.2,-142.79,-3.883,-17.472,3.08,1.5
DYNT,Dynatronics Corporation,"NASDAQ",2022-09-30,LIFE SCIENCES,8267100,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,UT,-0.04,-0.1,-0.060000000000000005,0,0,12053201,-4.19744,-2.40584,93.88567,190.052,10.045,16.534,-1510,-720.034,-1.446,-2.38,3.08,1.5
DZSI,DZS Inc,"NASDAQ",2022-09-30,MANUFACTURING,368811000,TELEPHONE & TELEGRAPH APPARATUS,CA,0.05,-0.02,-0.07,1,0,107394000,-12.84616,-5.15671,38.30821,147.57,7.134,22.386,-10785.7,-264.787,-3.987,-12.51,3.08,1.5
EA,Electronic Arts Inc,"NASDAQ",2022-09-30,TECHNOLOGY,36779790000,SERVICES-PREPACKAGED SOFTWARE,CA,1.45,0.47,-0.98,1,0,1904000000,15.70378,25.47269,142.80936,134.401,14.244,23.891,2846.7,482.274,2.286,3.834,3.08,1.5
EAF,GrafTech International Ltd,NYSE,2022-09-30,MANUFACTURING,1339436000,ELECTRICAL INDUSTRIAL APPARATUS,OH,0.37,0.44,0.07,1,1,297665000,31.39469,43.06116,122.07146,320.731,58.789,339.926,1775.8,143.036,5.964,34.484,3.08,1.5
EAST,Eastside Distilling Inc,"NASDAQ",2022-09-30,MANUFACTURING,4438500,BEVERAGES,OR,-0.18,-0.12,0.06,0,1,5233000,-52.22626,-29.27575,71.35016,64.344,26.619,88.956,-241.3,-6.952,-9.133,-30.519,3.08,1.5
EAT,Brinker International Inc,NYSE,2022-09-30,TRADE & SERVICES,1415177000,RETAIL-EATING PLACES,TX,-0.57,1.15,1.7199999999999998,0,1,955500000,-3.16065,-1.48613,65.56291,36.576,-0.072,-30,-161,-1918.543,-1.211,-503.333,3.08,1.5
EB,Eventbrite Inc Class A,NYSE,2022-09-30,TECHNOLOGY,711556000,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",CA,-0.21,-0.2,0.009999999999999981,0,1,67472000,-31.3078,-23.85138,62.85741,172.801,38.112,236.528,-469.9,-208.398,-2.267,-14.072,3.08,1.5
EBAY,eBay Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,24528187000,"SERVICES-BUSINESS SERVICES, NEC",CA,1,0.99,-0.010000000000000009,1,0,2380000000,-2.89916,28.23529,-823.18841,133.09,43.473,171.069,1958.6,-2511.594,-0.361,-1.422,3.08,1.5
EBC,Eastern Bankshares Inc,"NASDAQ",2022-09-30,FINANCE,3443454000,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",MA,0.33,0.31,-0.020000000000000018,1,0,212840000,25.73623,37.06681,116.70044,0.85,1.743,15.902,1131.8,175.256,0.249,2.267,3.08,1.5
EBF,Ennis Inc,NYSE,2022-08-31,MANUFACTURING,600696000,MANIFOLD BUSINESS FORMS,TX,0.47,0.45,-0.019999999999999962,1,0,111233000,10.96257,16.75312,141.68443,470.489,3.511,4.247,1727700000,288.822,3.197,3.867,2.33,1.5
EBIX,Ebix Inc,"NASDAQ",2022-09-30,TECHNOLOGY,586556000,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,GA,0.59,0.63,0.040000000000000036,1,1,257904000,7.07628,14.72796,166.36164,41.756,29.599,72.1,196.3,235.205,1.213,2.954,3.08,1.5
EBMT,Eagle Bancorp Montana Inc,"NASDAQ",2022-09-30,FINANCE,140772000,STATE COMMERCIAL BANKS,MT,0.4,0.24,-0.16000000000000003,1,0,24787000,12.47428,23.84718,-52.52264,2.895,3.069,39.034,-111.6,116.624,0.161,2.044,3.08,1.5
EBS,Emergent Biosolutions Inc,NYSE,2022-09-30,LIFE SCIENCES,598658000,PHARMACEUTICAL PREPARATIONS,MD,-1.27,-0.86,0.41000000000000003,0,1,240000000,-31.54167,-17.25,55.482170000000004,416.729,36.524,73.297,-494.1,-97.754,-2.603,-5.223,3.08,1.5
EBTC,Enterprise Bancorp Inc,"NASDAQ",2022-09-30,FINANCE,428223000,STATE COMMERCIAL BANKS,MA,0.98,0.67,-0.30999999999999994,1,0,45372000,26.36428,43.79573,83.61478,1704.69,1.305,21.713,430.6,140.737,0.264,4.395,3.08,1.5
ECL,Ecolab Inc,NYSE,2022-09-30,LIFE SCIENCES,43111567000,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS",MN,1.3,1.1,-0.19999999999999996,1,0,3720700000,9.32889,14.9058,139.15298,135.177,42.547,126.734,724.1,135.869,1.65,4.915,3.08,1.5
ECOR,Electrocore LLC,"NASDAQ",2022-09-30,LIFE SCIENCES,25282000,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,NJ,-0.08,-0.08,0,0,1,1976000,-275.96154,-263.00607,101.88887,381.03,1.769,2.35,-5394.2,-31.506,-18.49,-24.559,3.08,1.5
ECPG,Encore Capital Group Inc,"NASDAQ",2022-09-30,FINANCE,1178172000,SHORT-TERM BUSINESS CREDIT INSTITUTIONS,CA,1.22,2.29,1.07,1,1,307752000,10.23356,30.34294,255.65822,12.408,30.47,110.543,204.8,538.445,0.728,2.64,3.08,1.5
ECVT,Ecovyst Inc,NYSE,2022-09-30,LIFE SCIENCES,1219168000,CHEMICALS & ALLIED PRODUCTS,PA,0.23,0.22,-0.010000000000000009,1,0,222991000,9.56317,19.04337,180.70809,240.742,45.378,118.536,403.9,317.322,1.104,2.884,3.08,1.5
ED,Consolidated Edison Inc,NYSE,2022-09-30,ENERGY & TRANSPORTATION,34545914000,ELECTRIC & OTHER SERVICES COMBINED,NY,1.63,0.64,-0.9899999999999999,1,0,4165000000,14.71789,35.94238,145.02447,83.208,6.394,20.267,446.7,466.558,0.932,2.955,3.08,1.5
EDBL,Edible Garden AG Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,3066600,AGRICULTURAL PRODUCTION-CROPS,NJ,-0.24,-0.68,-0.44000000000000006,0,0,2754000,-75.12709,-63.54394,84.38859,73.221,83.233,-1894.211,-1984.1,-8.797,-23.925,544.474,3.08,1.5
EDIT,Editas Medicine Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,704821000,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",MA,-0.81,-0.78,0.030000000000000027,0,1,42000,-132680.95238,-124592.85714,103.21932,1008.842,4.011,5.136,-3208,29.06,-10.494,-13.436,3.08,1.5
EDUC,Educational Development Corporation,"NASDAQ",2022-08-31,TRADE & SERVICES,27538500,WHOLESALE-MISCELLANEOUS NONDURABLE GOODS,OK,-0.1,0.03,0.13,0,1,19418300,-4.12961,0.15655,121.39918,309.14,34.712,77.213,-184.3,-1556.129,-0.773,-1.72,2.33,1.5
EEFT,Euronet Worldwide Inc,"NASDAQ",2022-09-30,FINANCE,4645957000,"FUNCTIONS RELATED TO DEPOSITORY BANKING, NEC",KS,2.74,1.73,-1.0100000000000002,1,0,931266000,10.49346,19.99654,172.38493,149.55,36.109,169.617,1437.8,710.696,2.024,9.508,3.08,1.5
EEX,Emerald Expositions Events Inc,NYSE,2022-09-30,TRADE & SERVICES,245422000,"SERVICES-BUSINESS SERVICES, NEC",CA,0.5047,-0.2474,-0.7521,1,0,206600000,45.01452,68.73185,136.88172,154.189,41.038,123.301,1872.1,154.731,7.435,22.34,3.08,1.5
EFOI,Energy Focu,"NASDAQ",2022-09-30,MANUFACTURING,3613400,ELECTRIC LIGHTING & WIRING EQUIPMENT,OH,-0.29,-0.29,0,0,1,1764000,-150.90703,-135.20408,90.42074,125.394,41.933,282.569,-1024.3,6.123,-25.887,-174.443,3.08,0
EFSC,Enterprise Financial Services,"NASDAQ",2022-09-30,FINANCE,1927422000,STATE COMMERCIAL BANKS,MO,1.32,1.32,0,1,1,133068000,37.72507,58.85487,108.74104,360.24,2.786,25.03,478.6,127.938,0.386,3.471,3.08,0
EFX,Equifax Inc,NYSE,2022-09-30,TRADE & SERVICES,24657572000,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",GA,1.73,1.73,0,1,1,1197200000,13.84063,33.95423,146.59022,64.145,52.017,156.48,515.7,118.165,1.465,4.408,3.08,0
EGBN,Eagle Bancorp Inc,"NASDAQ",2022-09-30,FINANCE,1489007000,STATE COMMERCIAL BANKS,MD,1.16,1.16,0,1,1,87952000,42.40609,87.35788,98.83101,15.612,5.659,49.7,133.4,130.638,0.348,3.058,3.08,0
EGHT,8x8 Inc Common Stock,"NASDAQ",2022-09-30,TECHNOLOGY,531635000,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,CA,0.05,0.05,0,1,1,187389000,-6.21114,-5.37385,214.70917,156.029,60.37,609.482,-2499000000,-627.777,-1.36,-13.728,3.08,0
EGIO,Edgio Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,339025000,"SERVICES-BUSINESS SERVICES, NEC",AZ,-0.08,-0.08,0,0,1,121156000,-35.17531,-28.81987,93.66685,161.212,21.488,41.45,-3031,-86.571,-7.481,-14.43,3.08,0
EGLE,Eagle Bulk Shipping Inc,"NASDAQ",2022-09-30,ENERGY & TRANSPORTATION,690206000,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,CT,4.58,4.58,0,1,1,194642000,39.67129,43.87131,95.12413,206.189,55.429,84.984,1734,239.553,6.148,9.426,3.08,0
EGP,EastGroup Properties Inc,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,6749183000,REAL ESTATE INVESTMENT TRUSTS,MS,0.87,0.87,0,1,1,125658000,30.07528,91.92332,298.92041,54212.5,42.847,85.36,1156.2,315.278,0.954,1.9,3.08,0
EGRX,Eagle Pharmaceuticals Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,473064000,PHARMACEUTICAL PREPARATIONS,NJ,1.12,1.12,0,1,1,64754000,-11.01245,1.82846,-132.68826,151.891,15.351,25.595,824.9,-195.499,-1.845,-3.077,3.08,0
EGY,Vaalco Energy Inc,NYSE,2022-09-30,ENERGY & TRANSPORTATION,584140000,CRUDE PETROLEUM & NATURAL GAS,TX,0.11,0.11,0,1,1,78097000,8.79419,54.88431,493.59348,86.192,0,0,14487.2,977.796,1.74,3.954,3.08,0
EHC,Encompass Health Corp,NYSE,2022-09-30,LIFE SCIENCES,5786733000,SERVICES-HOSPITALS,AL,0.67,0.67,0,1,1,1051300000,4.31846,14.33463,435.90308,121.349,53.894,242.498,518.1,898.238,0.829,3.73,3.08,0
EHTH,eHealth Inc,"NASDAQ",2022-09-30,FINANCE,145064000,"INSURANCE AGENTS, BROKERS & SERVICE",CA,-1.17,-1.17,0,0,1,53376000,-73.3457,-81.23126,123.29561,1036.538,9.787,16.251,-4826900000,-135.079,-3.722,-6.18,3.08,0
EIG,Employers Holdings Inc,NYSE,2022-09-30,FINANCE,1248600000,"FIRE, MARINE & CASUALTY INSURANCE",NV,0.56,0.56,0,1,1,204400000,9.34442,12.76908,-1056.02094,183.289,-0.019,-0.076,-18336.4,-110.471,0.515,2.078,3.08,0
EIX,Edison International,NYSE,2022-09-30,ENERGY & TRANSPORTATION,24963150000,ELECTRIC SERVICES,CA,1.48,1.48,0,1,1,5228000000,-1.41546,15.22571,59.45946,59.529,39.54,197.057,-14.6,-7064.865,-0.096,-0.481,3.08,0
EKSO,Ekso Bionics Holdings Inc,"NASDAQ",2022-09-30,TECHNOLOGY,16033700,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC",CA,-0.33,-0.33,0,0,1,2563000,-167.92821,-159.96879,84.89777,467.727,5.077,6.976,-10747.1,-39.173,-10.949,-15.042,3.08,0
EL,Estee Lauder Companies Inc,NYSE,2022-09-30,LIFE SCIENCES,85281710000,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",NY,1.37,1.37,0,1,1,3896000000,12.577,21.84292,134.89796,168.203,1.331,4.821,1437,593.265,2.451,8.882,3.08,0
ELA,Envela Corp,NYSE MKT,2022-09-30,TRADE & SERVICES,143239000,RETAIL-JEWELRY STORES,TX,0.12,0.12,0,1,1,45077729,7.35997,8.95496,107.51368,438.116,24.171,43.498,2973.6,357.345,4.924,8.861,3.08,0
ELAN,Elanco Animal Health,NYSE,2022-09-30,LIFE SCIENCES,6259506000,PHARMACEUTICAL PREPARATIONS,IN,0.2,0.2,0,1,1,968000000,-5.06198,15.08264,1102.04082,195.536,39.477,87.487,-900,-34.694,-0.328,-0.726,3.08,0
ELF,ELF Beauty Inc,NYSE,2022-09-30,LIFE SCIENCES,2925360000,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",CA,0.36,0.36,0,1,1,121563000,9.63287,12.70288,131.31512,343.857,-0.128,-0.195,192212.5,679.419,2.16,3.28,3.08,0
ELS,Equity Lifestyle Properties Inc,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,12298210000,REAL ESTATE INVESTMENT TRUSTS,IL,0.36,0.36,0,1,1,380969000,18.50807,39.58931,311.59126,11.042,61.056,228.053,738.3,339.752,1.304,4.872,3.08,0
ELV,Elevance Health Inc,NYSE,2022-09-30,FINANCE,125664510000,HOSPITAL & MEDICAL SERVICE PLANS,IN,7.53,7.53,0,1,1,39939000000,4.05118,6.48239,140.29666,134.674,20.366,58.298,1065.7,-1671.508,1.57,4.496,3.08,0
ELVT,Elevate Credit Inc,NYSE,2022-09-30,FINANCE,57495000,FINANCE SERVICES,TX,-0.48,-0.48,0,0,1,125617000,-11.96813,10.35051,-58.80005,1484.642,71.029,331.388,64.7,-291.739,-1.905,-8.888,3.08,0
ELYS,Elys Game Technology Corp,"NASDAQ",2022-09-30,TECHNOLOGY,4888100,SERVICES-PREPACKAGED SOFTWARE,FL,-0.14,-0.14,0,0,1,9591294,-39.86573,-33.96752,80.86681,105.727,0.357,1.071,-33963.7,154.693,-8.977,-26.938,3.08,0
EMAN,eMagin Corporation,NYSE MKT,2022-09-30,MANUFACTURING,67266000,SEMICONDUCTORS & RELATED DEVICES,WA,0.003,0.003,0,1,1,7621000,-4.38263,0.87915,32.63473,315.342,1.201,3.517,-44.5,-854.79,-0.557,-1.632,3.08,0
EMCF,Emclaire Financial Corp,"NASDAQ",2022-09-30,FINANCE,90864000,"NATIONAL COMMERCIAL BANKS",PA,1.09,1.09,0,1,1,9302000,32.68114,51.04279,104.24342,52.105,2.034,29.588,312.8,117.007,0.294,4.283,3.08,0
EME,EMCOR Group Inc,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,7333667000,ELECTRICAL WORK,CT,2.16,2.16,0,1,1,2826361000,3.74234,5.85658,141.90334,128.061,3.083,9.105,4699.2,390.681,1.945,5.743,3.08,0
EML,Eastern Co,"NASDAQ",2022-09-30,MANUFACTURING,142513000,"CUTLERY, HANDTOOLS & GENERAL HARDWARE",CT,0.72,0.72,0,1,1,70990973,6.84394,12.23366,112.10978,291.656,31.766,70.698,843.5,341.264,1.761,3.919,3.08,0
EMN,Eastman Chemical Company,NYSE,2022-09-30,LIFE SCIENCES,10501524000,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",TN,2.05,2.05,0,1,1,2709000000,11.11111,15.31931,99.00332,128.001,33.8,94.075,662.2,179.734,2.009,5.591,3.08,0
EMR,Emerson Electric Company,NYSE,2022-09-30,MANUFACTURING,57288921000,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP),MO,1.53,1.53,0,1,1,5360000000,13.80597,24.29104,313.10811,109.374,36.073,124.161,4634,313.108,2.074,7.14,3.08,0
ENPH,Enphase Energy Inc,"NASDAQ",2022-09-30,MANUFACTURING,45670466000,SEMICONDUCTORS & RELATED DEVICES,CA,1.25,1.25,0,1,1,634713000,18.08881,22.44006,117.96763,360.33,47.752,211.175,6006.3,233.352,4.256,18.82,3.08,0
ENR,Energizer Holdings Inc,NYSE,2022-09-30,MANUFACTURING,2486665000,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",MO,0.82,0.82,0,1,1,751800000,-48.27082,-55.24076,111.24277,227.826,77.815,2724.196,-961.2,-78.672,-7.937,-277.871,3.08,0
ENS,Enersys,NYSE,2022-09-30,TRADE & SERVICES,3179401000,"WHOLESALE-ELECTRICAL APPARATUS & EQUIPMENT, WIRING SUPPLIES",PA,1.11,1.11,0,1,1,883976000,3.89965,8.87988,157.42922,291.554,0.954,2.451,351,565.36,0.951,2.443,3.08,0
ENSG,The Ensign Group Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,5231060000,SERVICES-SKILLED NURSING CARE FACILITIES,CA,1.04,1.04,0,1,1,772819000,7.26936,9.69593,132.23268,128.183,-0.097,-0.268,3524.1,234.103,1.72,4.761,3.08,0
ENTA,Enanta Pharmaceuticals Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,940879000,PHARMACEUTICAL PREPARATIONS,MA,-1.27,-1.27,0,0,1,20317000,-129.6845,-129.90599,102.65675,1045.07,6.729,7.862,-1719.5,-26.92,-7.018,-8.2,3.08,0
ENTG,Entegris Inc,"NASDAQ",2022-09-30,MANUFACTURING,11298344000,"PLASTICS PRODUCTS, NEC",MA,0.85,0.85,0,1,1,993828000,-7.41607,6.92051,-20.20135,264.235,57.705,187.641,17.7,-504.282,-0.727,-2.365,3.08,0
ENV,Envestnet Inc,NYSE,2022-09-30,TRADE & SERVICES,3368255000,"SERVICES-BUSINESS SERVICES, NEC",IL,0.45,0.45,0,1,1,302453000,-2.41029,1.50139,14.34842,63.691,44.229,103.583,-24.7,-312.785,-0.331,-0.775,3.08,0
ENVA,Enova International Inc,NYSE,2022-09-30,FINANCE,1251475000,PERSONAL CREDIT INSTITUTIONS,IL,1.74,1.74,0,1,1,456200000,11.3345,24.06532,190.51597,51.916,58.687,179.683,318.6,568.955,1.473,4.511,3.08,0
ENZ,Enzo Biochem Inc,NYSE,2022-07-31,LIFE SCIENCES,95005000,SERVICES-MEDICAL LABORATORIES,NY,-0.17,-0.17,0,0,1,20284000,-41.57464,-59.44587,96.24096,221.401,4.863,8.56,-405800,-550.765,-8.797,-15.484,1.58,0
EOG,EOG Resources Inc,NYSE,2022-09-30,ENERGY & TRANSPORTATION,82551720000,CRUDE PETROLEUM & NATURAL GAS,TX,3.71,3.71,0,1,1,7593000000,37.58725,60.71382,128.38122,177.532,13.138,22.303,8936.6,257.078,7.049,11.967,3.08,0
EOLS,Evolus Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,412288000,PHARMACEUTICAL PREPARATIONS,CA,-0.28,-0.28,0,0,1,31556000,-64.25402,-54.13551,88.26692,226.143,37.211,245.421,-763.8,86.634,-10.521,-69.391,3.08,0
EPAC,Enerpac Tool Group Corp,NYSE,2022-08-31,TECHNOLOGY,1428602000,MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT,WI,0.37,0.37,0,1,1,151828000,6.60879,9.71758,130.81523,223.503,26.937,64.028,764,734.842,1.325,3.149,2.33,0
EPAM,EPAM Systems Inc,NYSE,2022-09-30,TECHNOLOGY,21270792000,SERVICES-COMPUTER PROGRAMMING SERVICES,PA,3.1,3.1,0,1,1,1233611000,12.65018,16.38304,115.49015,347.271,0.209,0.283,4262.7,260.689,4.177,5.66,3.08,0
