,Symbol,Name,Sector,Industry
1279,COGT,Cogent Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1281,COHR,Coherent Corp. Common Stock,Industrials,Industrial Machinery/Components
1282,COHU,Cohu Inc. Common Stock,Industrials,Electrical Products
1283,COIN,Coinbase Global Inc. Class A Common Stock,Technology,EDP Services
1284,COKE,Coca-Cola Consolidated Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution)
1285,COLB,Columbia Banking System Inc. Common Stock,Finance,Major Banks
1286,COLD,Americold Realty Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
1287,COLI,Colicity Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances
1290,COLL,Collegium Pharmaceutical Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1291,COLM,Columbia Sportswear Company Common Stock,Consumer Discretionary,Apparel
1292,COMM,CommScope Holding Company Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
1293,COMS,ComSovereign Holding Corp. Common Stock,Consumer Discretionary,Telecommunications Equipment
1296,CONN,Conn's Inc. Common Stock,Consumer Discretionary,Consumer Electronics/Video Chains
1297,CONX,CONX Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
1300,COO,The Cooper Companies Inc. Common Stock,Health Care,Ophthalmic Goods
1304,COOP,Mr. Cooper Group Inc. Common Stock,Finance,Finance: Consumer Services
1305,COP,ConocoPhillips Common Stock,Energy,Integrated oil Companies
1306,CORR,CorEnergy Infrastructure Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
1308,CORT,Corcept Therapeutics Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1309,CORZ,Core Scientific Inc. Common Stock,Technology,EDP Services
1311,COSM,Cosmos Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1312,COST,Costco Wholesale Corporation Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
1313,COTY,Coty Inc. Class A Common Stock,Consumer Discretionary,Package Goods/Cosmetics
1314,COUP,Coupa Software Incorporated Common Stock,Technology,Computer Software: Prepackaged Software
1318,COWN,Cowen Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service
1320,CPAA,Conyers Park III Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
1328,CPB,Campbell Soup Company Common Stock,Consumer Staples,Packaged Foods
1329,CPE,Callon Petroleum Company Common Stock,Energy,Oil & Gas Production
1331,CPHC,Canterbury Park Holding Corporation 'New' Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
1332,CPIX,Cumberland Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1333,CPK,Chesapeake Utilities Corporation Common Stock,Utilities,Oil & Gas Production
1334,CPRT,Copart Inc. (DE) Common Stock,Consumer Discretionary,Other Specialty Stores
1335,CPRX,Catalyst Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1336,CPS,Cooper-Standard Holdings Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
1337,CPSH,CPS Technologies Corp. Common Stock,,
1338,CPSI,Computer Programs and Systems Inc. Common Stock,Technology,EDP Services
1339,CPSS,Consumer Portfolio Services Inc. Common Stock,Finance,Diversified Financial Services
1340,CPT,Camden Property Trust Common Stock,Real Estate,Real Estate Investment Trusts
1341,CPTN,Cepton Inc. Common Stock,Technology,Computer Software: Prepackaged Software
1343,CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
1345,CR,Crane Holdings Co. Common Stock,Industrials,Office Equipment/Supplies/Services
1346,CRAI,CRA International Inc. Common Stock,Consumer Discretionary,Other Consumer Services
1347,CRBP,Corbus Pharmaceuticals Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1348,CRBU,Caribou Biosciences Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
1349,CRCT,Cricut Inc. Class A Common Stock,Industrials,Wholesale Distributors
1352,CRDF,Cardiff Oncology Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
1354,CREX,Creative Realities Inc. Common Stock,Technology,EDP Services
1356,CRF,Cornerstone Total Return Fund Inc. (The) Common Stock,Finance,Finance/Investors Services
1357,CRGE,Charge Enterprises Inc. Common Stock,Technology,EDP Services
1358,CRI,Carter's Inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
1359,CRIS,Curis Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
1360,CRK,Comstock Resources Inc. Common Stock,Energy,Oil & Gas Production
1361,CRKN,Crown Electrokinetics Corp. Common Stock,,
1362,CRL,Charles River Laboratories International Inc. Common Stock,Consumer Discretionary,EDP Services
1363,CRM,Salesforce Inc. Common Stock,Technology,Computer Software: Prepackaged Software
1364,CRMD,CorMedix Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1365,CRMT,America's Car-Mart Inc Common Stock,Consumer Discretionary,Other Specialty Stores
1366,CRNC,Cerence Inc. Common Stock,Technology,EDP Services
1367,CRNX,Crinetics Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1368,CROX,Crocs Inc. Common Stock,Consumer Discretionary,Shoe Manufacturing
1369,CRS,Carpenter Technology Corporation Common Stock,Industrials,Steel/Iron Ore
1370,CRSR,Corsair Gaming Inc. Common Stock,Technology,Computer Manufacturing
1371,CRT,Cross Timbers Royalty Trust Common Stock,Energy,Oil & Gas Production
1372,CRUS,Cirrus Logic Inc. Common Stock,Technology,Semiconductors
1373,CRVL,CorVel Corp. Common Stock,Finance,Specialty Insurers
1374,CRVS,Corvus Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1375,CRWD,CrowdStrike Holdings Inc. Class A Common Stock,Technology,EDP Services
1376,CRWS,Crown Crafts Inc Common Stock,,
1380,CSBR,Champions Oncology Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
1381,CSCO,Cisco Systems Inc. Common Stock (DE),Telecommunications,Computer Communications Equipment
1382,CSGP,CoStar Group Inc. Common Stock,Finance,Real Estate
1383,CSGS,CSG Systems International Inc. Common Stock,Technology,EDP Services
1384,CSII,Cardiovascular Systems Inc. Common Stock,Health Care,Medical/Dental Instruments
1385,CSL,Carlisle Companies Incorporated Common Stock,,
1389,CSPI,CSP Inc. Common Stock,Technology,EDP Services
1390,CSQ,Calamos Strategic Total Return Common Stock,Finance,Finance Companies
1391,CSR,D/B/A Centerspace Common Stock,Real Estate,Real Estate Investment Trusts
1393,CSSE,Chicken Soup for the Soul Entertainment Inc. Class A Common Stock,Consumer Discretionary,Movies/Entertainment
1397,CSTL,Castle Biosciences Inc. Common Stock,Health Care,Medical Specialities
1398,CSTR,CapStar Financial Holdings Inc. Common Stock,Finance,Major Banks
1399,CSV,Carriage Services Inc. Common Stock,Consumer Discretionary,Other Consumer Services
1400,CSWC,Capital Southwest Corporation Common Stock,Finance,Finance/Investors Services
1401,CSWI,CSW Industrials Inc. Common Stock,Industrials,Home Furnishings
1402,CSX,CSX Corporation Common Stock,Industrials,Railroads
1405,CTAQ,Carney Technology Acquisition Corp. II Class A Common Stock,Industrials,Consumer Electronics/Appliances
1408,CTAS,Cintas Corporation Common Stock,Consumer Discretionary,Business Services
1410,CTBI,Community Trust Bancorp Inc. Common Stock,Finance,Major Banks
1412,CTG,Computer Task Group Inc. Common Stock,Technology,EDP Services
1413,CTHR,Charles & Colvard Ltd Common Stock,Consumer Discretionary,Consumer Specialties
1414,CTIB,Yunhong CTI Ltd. Common Stock,Miscellaneous,Diversified Commercial Services
1415,CTIC,CTI BioPharma Corp. (DE) Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1416,CTKB,Cytek Biosciences Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
1417,CTLP,Cantaloupe Inc. Common Stock,Technology,EDP Services
1418,CTLT,Catalent Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1419,CTMX,CytomX Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1420,CTO,CTO Realty Growth Inc. Common Stock,Real Estate,Real Estate Investment Trusts
1422,CTR,ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock,Finance,Investment Managers
1423,CTRA,Coterra Energy Inc. Common Stock,Energy,Oil & Gas Production
1424,CTRE,CareTrust REIT Inc. Common Stock,Real Estate,Real Estate Investment Trusts
1425,CTRN,Citi Trends Inc. Common Stock,,
1426,CTS,CTS Corporation Common Stock,Technology,Industrial Machinery/Components
1427,CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,Technology,EDP Services
1428,CTSO,Cytosorbents Corporation Common Stock,Health Care,Medical/Dental Instruments
1429,CTXR,Citius Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1430,CUBA,Herzfeld Caribbean Basin Fund Inc. (The) Common Stock,Finance,Investment Managers
1433,CUBI,Customers Bancorp Inc Common Stock,Finance,Major Banks
1436,CUE,Cue Biopharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1437,CUEN,Cuentas Inc. Common Stock,Technology,Computer Software: Prepackaged Software
1440,CULL,Cullman Bancorp Inc. Common Stock,Finance,Savings Institutions
1441,CULP,Culp Inc. Common Stock,Consumer Discretionary,Textiles
1442,CURI,CuriosityStream Inc. Class A Common Stock,Industrials,Broadcasting
1444,CUTR,Cutera Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
1445,CUZ,Cousins Properties Incorporated Common Stock,Real Estate,Real Estate Investment Trusts
1446,CVBF,CVB Financial Corporation Common Stock,Finance,Major Banks
1447,CVCO,Cavco Industries Inc. Common Stock When Issued,Consumer Discretionary,Homebuilding
1448,CVCY,Central Valley Community Bancorp Common Stock,Finance,Major Banks
1449,CVGI,Commercial Vehicle Group Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
1450,CVGW,Calavo Growers Inc. Common Stock,Consumer Discretionary,Specialty Foods
1451,CVI,CVR Energy Inc. Common Stock,Energy,Integrated oil Companies
1452,CVLG,Covenant Logistics Group Inc. Class A Common Stock,Industrials,Trucking Freight/Courier Services
1453,CVLT,Commvault Systems Inc. Common Stock,Technology,Computer Software: Prepackaged Software
1454,CVLY,Codorus Valley Bancorp Inc Common Stock,Finance,Savings Institutions
1455,CVM,Cel-Sci Corporation Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
1456,CVNA,Carvana Co. Class A Common Stock,Consumer Discretionary,Other Specialty Stores
1457,CVR,Chicago Rivet & Machine Co. Common Stock,Consumer Discretionary,Industrial Specialties
1458,CVRX,CVRx Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
1459,CVS,CVS Health Corporation Common Stock,Health Care,Managed Health Care
1460,CVT,Cvent Holding Corp. Common Stock,Technology,Computer Software: Prepackaged Software
1461,CVU,CPI Aerostructures Inc. Common Stock,Industrials,Military/Government/Technical
1462,CVV,CVD Equipment Corporation Common Stock,Technology,Industrial Machinery/Components
1463,CVX,Chevron Corporation Common Stock,Energy,Integrated oil Companies
1464,CW,Curtiss-Wright Corporation Common Stock,,
1465,CWBC,Community West Bancshares Common Stock,Finance,Major Banks
1466,CWBR,CohBar Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
1467,CWEN,Clearway Energy Inc. Class C Common Stock,Utilities,Electric Utilities: Central
1468,CWH,Camping World Holdings Inc. Class A Common Stock,Consumer Discretionary,Other Specialty Stores
1469,CWST,Casella Waste Systems Inc. Class A Common Stock,Utilities,Environmental Services
1470,CWT,California Water Service Group Common Stock,Utilities,Water Supply
1471,CXDO,Crexendo Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment
1472,CXE,MFS High Income Municipal Trust Common Stock,Finance,Investment Managers
1473,CXH,MFS Investment Grade Municipal Trust Common Stock,Finance,Investment Managers
1474,CXW,CoreCivic Inc. Common Stock,Real Estate,Real Estate Investment Trusts
1475,CYAN,Cyanotech Corporation Common Stock,Consumer Staples,Farming/Seeds/Milling
1476,CYCC,Cyclacel Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1478,CYCN,Cyclerion Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1479,CYH,Community Health Systems Inc. Common Stock,Health Care,Hospital/Nursing Management
1480,CYN,Cyngn Inc. Common Stock,Technology,EDP Services
1482,CYRX,CryoPort Inc. Common Stock,,
1483,CYT,Cyteir Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1484,CYTH,Cyclo Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1486,CYTK,Cytokinetics Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1487,CYXT,Cyxtera Technologies Inc. Class A Common Stock,Technology,EDP Services
1488,CZFS,Citizens Financial Services Inc. Common Stock,Finance,Major Banks
1489,CZNC,Citizens & Northern Corp Common Stock,Finance,Major Banks
1490,CZR,Caesars Entertainment Inc. Common Stock,Consumer Discretionary,Hotels/Resorts
1491,CZWI,Citizens Community Bancorp Inc. Common Stock,Finance,Savings Institutions
1492,D,Dominion Energy Inc. Common Stock,Utilities,Electric Utilities: Central
1493,DAIO,Data I/O Corporation Common Stock,Technology,Industrial Machinery/Components
1494,DAKT,Daktronics Inc. Common Stock,Industrials,Office Equipment/Supplies/Services
1495,DAL,Delta Air Lines Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
1496,DALN,DallasNews Corporation Series A Common Stock,Consumer Discretionary,Newspapers/Magazines
1497,DALS,DA32 Life Science Tech Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
1498,DAN,Dana Incorporated Common Stock ,Consumer Discretionary,Auto Parts:O.E.M.
1502,DAR,Darling Ingredients Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling
1503,DARE,Dare Bioscience Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1504,DATS,DatChat Inc. Common Stock,Technology,Computer Software: Prepackaged Software
1507,DAVE,Dave Inc. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
1509,DAWN,Day One Biopharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1510,DBD,Diebold Nixdorf Incorporated Common Stock,Technology,EDP Services
1511,DBGI,Digital Brands Group Inc. Common Stock,Consumer Discretionary,Apparel
1513,DBI,Designer Brands Inc. Class A Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
1519,DBTX,Decibel Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1520,DBX,Dropbox Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
1521,DCGO,DocGo Inc. Common Stock,Health Care,Managed Health Care
1522,DCI,Donaldson Company Inc. Common Stock,Industrials,Pollution Control Equipment
1523,DCO,Ducommun Incorporated Common Stock,Industrials,Military/Government/Technical
1524,DCOM,Dime Community Bancshares Inc. Common Stock,Finance,Savings Institutions
1529,DCPH,Deciphera Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
1533,DCT,Duck Creek Technologies Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
1534,DCTH,Delcath Systems Inc. Common Stock,Health Care,Medical Specialities
1535,DDD,3D Systems Corporation Common Stock,Technology,Computer peripheral equipment
1536,DDF,Delaware Investments Dividend & Income Fund Inc. Common Stock,Finance,Finance/Investors Services
1537,DDOG,Datadog Inc. Class A Common Stock,Technology,EDP Services
1538,DDS,Dillard's Inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
1540,DE,Deere & Company Common Stock,Industrials,Industrial Machinery/Components
1541,DEA,Easterly Government Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
1544,DECK,Deckers Outdoor Corporation Common Stock,Consumer Discretionary,Shoe Manufacturing
1545,DEI,Douglas Emmett Inc. Common Stock,Real Estate,Real Estate Investment Trusts
1546,DENN,Denny's Corporation Common Stock,Consumer Discretionary,Restaurants
