...1,Symbol,Name,Sector,Sector_NDAQ,Industry,Industry_NDAQ,Description,Exchange,LatestQuarter,MarketCapitalization,BookValue,DividendYield,DividendPerShare,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY
201,AMPH,Amphastar P,LIFE SCIENCES,Health Care,PHARMACEUTICAL PREPARATIONS,Biotechnology: Pharmaceutical Preparations,"Amphastar Pharmaceuticals, Inc., a specialty pharmaceutical company, develops, manufactures, markets, and sells generic and proprietary injectable, inhalation, and intranasal products in the United States, China, and France. The company is headquartered in Rancho Cucamonga, California.","NASDAQ",2022-09-30,1460086000,10.39,0,0,1.5,10.01,0.159,0.197,0.0868,0.165,484851000,199739000,-0.492,0.071
202,AMPL,Amplitude Inc,TECHNOLOGY,Technology,SERVICES-PREPACKAGED SOFTWARE,EDP Services,NA,"NASDAQ",2022-09-30,1514945000,2.609,0,0,-1.265,2.016,-0.41,-0.415,-0.138,-0.302,222233000,115497000,0,0.355
203,AMPY,Amplify Energy Corp,ENERGY & TRANSPORTATION,Energy,CRUDE PETROLEUM & NATURAL GAS,Oil & Gas Production,"Amplify Energy Corp. The company is headquartered in Houston, Texas.",NYSE,2022-09-30,319075000,0.107,0.467,0,1.64,11.66,0.143,0.197,0.127,-8,445862000,192011000,0,0.302
204,AMR,Alpha Metallurgical Resources Inc,ENERGY & TRANSPORTATION,Energy,BITUMINOUS COAL & LIGNITE SURFACE MINING,Coal Mining,"Alpha Metallurgical Resources, Inc. is a mining company. The company is headquartered in Bristol, Tennessee.",NYSE,2022-09-30,2687931000,60,0.0098,0.767,20,186,0.362,0.404,0.526,1.831,4106361000,578844000,2.237,0.34
205,AMRC,Ameresco Inc,REAL ESTATE & CONSTRUCTION,Industrials,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,Water Sewer Pipeline Comm & Power Line Construction,"Ameresco, Inc. provides comprehensive energy services for businesses and organizations in the United States, Canada, and internationally. The company is headquartered in Framingham, Massachusetts.",NYSE,2022-09-30,3511476000,15.37,0,0,1.99,36.87,0.0551,0.0758,0.0361,0.139,1908588000,230357000,0.545,0.612
206,AMRK,Amark Preci,TRADE & SERVICES,Finance,"WHOLESALE-JEWELRY, WATCHES, PRECIOUS STONES & METALS",Investment Bankers/Brokers/Service,"A-Mark Precious Metals, Inc., is a precious metals trading company. The company is headquartered in El Segundo, California.","NASDAQ",2022-09-30,832592000,21.53,0.0245,0.2,6.2,186,0.0189,0.0228,0.0923,0.347,8045634000,261765000,0.694,-0.056
207,AMRS,Amyris Inc,LIFE SCIENCES,Industrials,INDUSTRIAL ORGANIC CHEMICALS,Industrial Specialties,"Amyris, Inc., a synthetic biotechnology company, operates in the clean health and beauty markets through its consumer brands and as a supplier of natural and sustainable ingredients in Europe, the United States, Asia, Brazil and internationally. The company is headquartered in Emeryville, California.","NASDAQ",2022-09-30,579527000,0.798,0,0,-0.387,0.819,-1,-2.059,-0.514,-5.32,258821000,93489000,0,0.486
208,AMS,American Shared Hospital Srvcs,LIFE SCIENCES,Health Care,SERVICES-MEDICAL LABORATORIES,Medical Specialities,"American Shared Hospital Services rents radiosurgery and radiation therapy equipment to healthcare providers. The company is headquartered in San Francisco, California.",NYSE MKT,2022-09-30,18120600,3.448,0,0,0.2,3.058,0.0671,0.174,0.0481,0.0685,19398000,11582000,8.25,0.178
209,AMSC,American Superconductor Corporation,MANUFACTURING,Industrials,MOTORS & GENERATORS,Office Equipment/Supplies/Services,"American Superconductor Corporation provides megawatt-scale power resiliency solutions globally. The company is headquartered in Ayer, Massachusetts.","NASDAQ",2022-09-30,115497000,3.262,0,0,-0.71,3.83,-0.265,-0.278,-0.103,-0.264,105467000,14092000,0,-0.008
210,AMSF,AMERISAFE Inc,FINANCE,Finance,"FIRE, MARINE & CASUALTY INSURANCE",Accident &Health Insurance,"AMERISAFE, Inc., an insurance holding company, writes workers' compensation insurance in the United States. The company is headquartered in DeRidder, Louisiana.","NASDAQ",2022-09-30,1037292000,19.48,0.0215,1.22,1.98,15.21,0.131,0.15,0.0193,0.0899,293274000,105603000,-0.404,-0.022
211,AMST,Amesite Inc,TECHNOLOGY,Technology,SERVICES-PREPACKAGED SOFTWARE,Computer Software: Prepackaged Software,"Amesite Inc., an artificial intelligence-powered platform and course designer, offers products and services online in the United States. The company is headquartered in Detroit, Michigan.","NASDAQ",2022-09-30,9532500,0.285,0,0,-0.409,0.034,0,-3,-0.478,-0.836,836590,697000,0,0.992
212,AMSWA,American Software Inc,TECHNOLOGY,Technology,SERVICES-PREPACKAGED SOFTWARE,Computer Software: Prepackaged Software,"American Software, Inc. develops, markets and supports a variety of business application software products and services in the United States and internationally. The company is headquartered in Atlanta, Georgia.","NASDAQ",2022-10-31,501744000,3.961,0.0309,0.44,0.31,3.862,0.0827,0.108,0.0483,0.0818,129805000,75795000,-0.396,0.007
213,AMT,American Tower Corp,REAL ESTATE & CONSTRUCTION,Real Estate,REAL ESTATE INVESTMENT TRUSTS,Real Estate Investment Trusts,"American Tower Corporation (also referred to as American Tower or ATC) is an American real estate investment trust and an owner and operator of wireless and broadcast communications infrastructure in several countries worldwide and is headquartered in Boston, Massachusetts.",NYSE,2022-09-30,102139900000,13.49,0.0271,5.69,6.3,22.77,0.278,0.303,0.0312,24,10451300000,6674900000,0.139,0.088
214,AMTB,Amerant Bancorp Inc Class A,FINANCE,Finance,"NATIONAL COMMERCIAL BANKS",Major Banks,"Amerant Bancorp Inc. is the banking holding company for Amerant Bank, NA that provides banking products and services to individuals and businesses in the United States and internationally. The company is headquartered in Coral Gables, Florida.","NASDAQ",2022-09-30,1031090000,20.66,0.0124,0.33,3.05,10.82,0.294,0.43,0.0133,0.143,374681000,344750000,0.378,0.179
216,AMTX,Aemetis Inc,LIFE SCIENCES,Energy,INDUSTRIAL ORGANIC CHEMICALS,Oilfield Services/Equipment,"Aemetis, Inc. is a biochemical and renewable natural gas and fuels company in North America and India. The company is headquartered in Cupertino, California.","NASDAQ",2022-09-30,194494000,0,0,0,-1.455,7.46,-0.339,-0.0807,-0.0741,0,254144000,7939000,0,0.44
218,AMWD,American Woodmark Corporation,MANUFACTURING,Consumer Discretionary,"MILLWOOD, VENEER, PLYWOOD, & STRUCTURAL WOOD MEMBERS",Building Products,"American Woodmark Corporation manufactures and distributes kitchen, bathroom and home organization products for the remodeling and new home construction markets in the United States. The company is headquartered in Winchester, Virginia.","NASDAQ",2022-10-31,906221000,49.88,0,0,0.85,124.56,0.0068,0.0469,0.0373,0.018,2065834000,226444000,10,0.239
219,AMWL,American Well Corporation - Class A,TRADE & SERVICES,Technology,"SERVICES-BUSINESS SERVICES, NEC",Retail: Computer Software & Peripheral Equipment,"American Well Corporation is a telehealth business enabling digital healthcare delivery. The company is headquartered in Boston, Massachusetts.",NYSE,2022-09-30,1054820000,3.94,0,0,-0.796,0.998,-0.95,-0.992,-0.124,-0.215,270707000,104315000,0,0.112
220,AMZN,Amazon.com Inc,TRADE & SERVICES,Consumer Discretionary,RETAIL-CATALOG & MAIL-ORDER HOUSES,Catalog/Specialty Distribution,"Amazon.com, Inc. is an American multinational technology company which focuses on e-commerce, cloud computing, digital streaming, and artificial intelligence. It is one of the Big Five companies in the U.S. information technology industry, along with Google, Apple, Microsoft, and Facebook. The company has been referred to as one of the most influential economic and cultural forces in the world, as well as the world's most valuable brand.","NASDAQ",2022-09-30,960286032000,13.48,0,0,1.08,49.35,0.0226,0.0258,0.02,0.0878,502190998000,197478000000,-0.097,0.147
221,AN,AutoNation Inc,TRADE & SERVICES,Consumer Discretionary,RETAIL-AUTO DEALERS & GASOLINE STATIONS,Other Specialty Stores,"AutoNation, Inc. is an automobile retailer in the United States. The company is headquartered in Fort Lauderdale, Florida.",NYSE,2022-09-30,6000739000,43.15,0,0,20,186,0.055,0.078,0.149,0.641,26870301000,4952600000,0.232,0.045
222,ANAB,AnaptysBio Inc,LIFE SCIENCES,Health Care,PHARMACEUTICAL PREPARATIONS,Biotechnology: Pharmaceutical Preparations,"AnaptysBio, Inc., a clinical-stage biotechnology company, is dedicated to developing therapeutic product candidates for inflammation and immuno-oncology indications. The company is headquartered in San Diego, California.","NASDAQ",2022-09-30,776467000,9.79,0,0,-2.758,0.161,0,-3,-0.14,-0.408,4490000,-35321000,0,-0.938
223,ANDE,The Andersons Inc,TRADE & SERVICES,Consumer Staples,WHOLESALE-FARM PRODUCT RAW MATERIALS,Tobacco,"Andersons, Inc., an agricultural company, operates in the commerce, ethanol, plant nutrients, and railroad sectors in the United States and internationally. The company is headquartered in Maumee, Ohio.","NASDAQ",2022-09-30,1219841000,35.76,0.0191,0.715,3.97,186,0.0092,0.0163,0.0411,0.15,16430598000,592697000,1.288,0.407
225,ANF,Abercrombie & Fitch Company,TRADE & SERVICES,Consumer Discretionary,RETAIL-FAMILY CLOTHING STORES,Clothing/Shoe/Accessory Stores,"Abercrombie & Fitch Co., is a specialty retailer. The company is headquartered in New Albany, Ohio.",NYSE,2022-10-31,1202217000,13.19,0.069,0,0.4,70.45,0.0082,0.0246,0.0194,0.0477,3659290000,2311995000,-0.126,-0.028
226,ANGI,ANGI Homeservices Inc,TRADE & SERVICES,Technology,SERVICES-ADVERTISING,EDP Services,Angi Inc. provides home service professionals in the United States and internationally.,"NASDAQ",2022-09-30,1195596000,2.156,0,0,-0.214,3.711,-0.0542,-0.0592,-0.0342,-0.0889,1865833000,1359904000,-0.747,0.079
227,ANGN,Angion Biomedica Corp,LIFE SCIENCES,Health Care,PHARMACEUTICAL PREPARATIONS,Biotechnology: Pharmaceutical Preparations,"Angion Biomedica Corp. The company is headquartered in Uniondale, New York.","NASDAQ",2022-09-30,27704600,1.667,0,0,-1.075,0.941,-0.619,-0.421,-0.0868,-0.305,28242000,-20819000,0,0.209
228,ANGO,AngioDynamics Inc,LIFE SCIENCES,Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Medical/Dental Instruments,"AngioDynamics, Inc. designs, manufactures and sells various medical, surgical and diagnostic devices for the treatment of peripheral vascular disease and vascular access; and for use in oncology and surgical settings in the United States and internationally. The company is headquartered in Latham, New York.","NASDAQ",2022-08-31,477115000,10.49,0,0,-1.023,8.19,-0.102,-0.0759,-0.0274,-0.0767,320785000,164932000,0,0.059
229,ANIK,Anika Therapeutics Inc,LIFE SCIENCES,Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Biotechnology: Electromedical & Electrotherapeutic Apparatus,"Anika Therapeutics, Inc., is a joint preservation company in the United States, Europe, and internationally. The company is headquartered in Bedford, Massachusetts.","NASDAQ",2022-09-30,461082000,19.51,0,0,-0.117,10.5,-0.103,-0.117,-0.0317,-0.0548,152435000,91853000,-0.505,0.018
232,ANSS,ANSYS Inc,TECHNOLOGY,Technology,SERVICES-PREPACKAGED SOFTWARE,Computer Software: Prepackaged Software,"Ansys, Inc. is an American company based in Canonsburg, Pennsylvania. It develops and markets multiphysics engineering simulation software for product design, testing and operation and offers its products and services to customers worldwide.","NASDAQ",2022-09-30,22365186000,52.17,0,0,5.32,23.27,0.231,0.285,0.0595,0.106,2027105000,1709493000,0.134,0.071
236,AORT,Artivion Inc,LIFE SCIENCES,Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Medical/Dental Instruments,"Artivion Inc. manufactures, processes and distributes implantable human tissues and medical devices worldwide.",NYSE,2022-09-30,545658000,6.33,0,0,-0.382,7.89,-0.132,-0.0235,-0.0059,-0.146,313785000,197514000,0,0.064
237,AOS,Smith AO Corporation,MANUFACTURING,Industrials,HOUSEHOLD APPLIANCES,Industrial Machinery/Components,A. O. Smith Corporation is an American manufacturer of both residential and commercial water heaters and boilers and the largest manufacturer and marketer of water heaters in North America. It also supplies water treatment products in the Asian market.,NYSE,2022-09-30,9224586000,11.44,0.0198,1.12,3.142,24.38,0.13,0.168,0.122,24,3813300000,1310900000,-0.134,-0.044
238,AOUT,American Outdoor Brands Inc,MANUFACTURING,NA,"SPORTING & ATHLETIC GOODS, NEC",NA,"American Outdoor Brands, Inc. provides outdoor products and accessories for outdoor enthusiasts in the United States and internationally. The company is headquartered in Columbia, Missouri.","NASDAQ",2022-10-31,151251000,14.7,0,0,0.87,16.73,-0.321,0.0096,0.0045,-0.307,230434000,114266000,-0.521,-0.281
239,AP,Ampco-Pittsburgh Corporation,TECHNOLOGY,Industrials,PUMPS & PUMPING EQUIPMENT,Metal Fabrications,"Ampco-Pittsburgh Corporation manufactures and sells specialty metal products and custom equipment to commercial and industrial users worldwide. The company is headquartered in Carnegie, Pennsylvania.",NYSE,2022-09-30,58793000,3.577,0,0,-0.497,19.81,-0.0248,0.0083,0.0042,-8,381162000,57281000,-0.6,0.227
240,APA,APA Corporation,ENERGY & TRANSPORTATION,Energy,CRUDE PETROLEUM & NATURAL GAS,Oil & Gas Production,"APA Corporation is the holding company for Apache Corporation, a company engaged in hydrocarbon exploration. It is organized in Delaware and headquartered in Houston.","NASDAQ",2022-09-30,15230475000,1.854,0.0215,0.625,10.63,31.54,0.332,0.465,0.235,0.374,10874000000,5080000000,2.313,0.374
241,APAM,Artisan Partners Asset Management Inc,FINANCE,Finance,INVESTMENT ADVICE,Investment Managers,"Artisan Partners Asset Management Inc. is a publicly owned investment manager. The company is headquartered in Milwaukee, Wisconsin with additional offices in Atlanta, Georgia; New York City; San Francisco, California; Leawood, Kansas; and London, United Kingdom.",NYSE,2022-09-30,2393866000,3.518,0.0885,2.95,3.42,17.46,0.22,0.381,0.198,0.77,1082334000,664700000,-0.501,-0.26
242,APCX,Apptech Corp,TECHNOLOGY,Technology,SERVICES-PREPACKAGED SOFTWARE,EDP Services,"AppTech Corp. The company is headquartered in Carlsbad, California.","NASDAQ",2022-09-30,16129700,0.648,0,0,-1.449,0.029,0,-3,-0.678,-2.608,436820,204380,0,0.25
243,APD,Air Products and Chemicals Inc,LIFE SCIENCES,Industrials,INDUSTRIAL INORGANIC CHEMICALS,Specialty Chemicals,"Air Products and Chemicals, Inc. is an American international corporation whose principal business is selling gases and chemicals for industrial uses. Air Products' headquarters is in Allentown, Pennsylvania.",NYSE,2022-09-30,69231050000,59.25,0.0214,6.36,10.14,57.2,0.178,0.194,0.0569,16.82,12698600000,3360100000,-0.046,0.257
244,APDN,Applied DNA Sciences Inc,TRADE & SERVICES,Health Care,SERVICES-MISCELLANEOUS BUSINESS SERVICES,Biotechnology: In Vitro & In Vivo Diagnostic Substances,"Applied DNA Sciences, Inc. develops and markets DNA-based technology solutions for use in the pre-clinical drug development and manufacturing markets based on nucleic acid-based in vitro diagnostics; and for supply chain security, anti-counterfeiting, and anti-theft technology applications in the United States, Europe, and Asia. The company is headquartered in Stony Brook, New York.","NASDAQ",2022-06-30,20096700,0.757,0,0,-1.906,2.203,-0.686,-0.742,-0.562,-1.083,17649100,4928400,0,1.527
245,APEI,American Public Education Inc,TRADE & SERVICES,Consumer Discretionary,SERVICES-EDUCATIONAL SERVICES,Other Consumer Services,"American Public Education, Inc. offers postsecondary education online and on campus. The company is headquartered in Charles Town, West Virginia.","NASDAQ",2022-09-30,260333000,16.69,0,0,0.72,32.3,-0.163,0.0482,0.0264,-0.275,607890000,246181000,-0.429,0.522
246,APEN,Apollo Endosurgery Inc,LIFE SCIENCES,Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Industrial Specialties,"Apollo Endosurgery, Inc., a medical technology company, focuses on the design, development and marketing of medical devices. The company is headquartered in Austin, Texas.","NASDAQ",2022-09-30,419673000,1.018,0,0,-0.849,1.802,-0.567,-0.36,-0.172,-1.927,71713000,34959000,0,0.197
248,APH,Amphenol Corporation,MANUFACTURING,Technology,ELECTRONIC CONNECTORS,Electrical Products,"Amphenol Corporation is a major producer of electronic and fiber optic connectors, cable and interconnect systems such as coaxial cables. Amphenol is a portmanteau from the corporation's original name, American Phenolic Corp.",NYSE,2022-09-30,47976559000,11.04,0.0109,0.8,2.96,20.79,0.15,0.204,0.105,0.294,12410600000,3401800000,0.172,0.169
249,APLD,Applied Blockchain Inc,TECHNOLOGY,Finance,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",Investment Bankers/Brokers/Service,"Applied Blockchain, Inc. is engaged in crypto mining and co-hosting operations. The company is headquartered in Dallas, Texas.","NASDAQ",2022-08-31,178112000,0.736,0,0,-0.55,0.224,-0.902,-0.752,-0.0741,-0.211,15473000,-957000,0,10
250,APLS,Apellis Pharmaceuticals Inc,LIFE SCIENCES,Health Care,PHARMACEUTICAL PREPARATIONS,Biotechnology: Pharmaceutical Preparations,"Apellis Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on the development of therapeutic compounds through inhibition of the complement system for autoimmune and inflammatory diseases. The company is headquartered in Waltham, Massachusetts.","NASDAQ",2022-09-30,5692888000,2.783,0,0,-7.87,1.114,0,-3,-0.465,-5.07,113049000,-253920000,0,2.904
